order,person_name,ig_name,ig_id,ig_url,ig_private,ig_notSure_notFound,ig_repeat,temperature_link
61,志銘與狸貓,志銘(@seekerming),seekerming,https://www.instagram.com/seekerming/,,,,https://dailyview.tw/top100/item/11740?theme=36&range=30
63,千千 Chien-Chien,千千(@khshu_),khshu_,https://www.instagram.com/khshu_/,,,,https://dailyview.tw/top100/item/3673?theme=36&range=30
67,小賴 賴晏駒,小賴兒賴晏駒☀ (@sunshineelaii),sunshineelaii,https://www.instagram.com/sunshineelaii/,,,,https://dailyview.tw/top100/item/14264?theme=36&range=30
74,床編故事 Bad Time Stories,床編故事Bad Time Stories (@badtimestories365),badtimestories365,https://www.instagram.com/badtimestories365/,,,,https://dailyview.tw/top100/item/20927?theme=36&range=30
75,小慧就愛吃 シャオホイ,小慧就愛吃シャオホイ(@xiaohui_foodie),xiaohui_foodie,https://www.instagram.com/xiaohui_foodie/,,,,https://dailyview.tw/top100/item/23421?theme=36&range=30
77,一隻阿圓,一隻阿圓(@nanaciaociao),nanaciaociao,https://www.instagram.com/nanaciaociao/,,,,https://dailyview.tw/top100/item/13075?theme=36&range=30
78,西西歪,西西歪(@ccwhyao),ccwhyao,https://www.instagram.com/ccwhyao/,,,,https://dailyview.tw/top100/item/21936?theme=36&range=30
80,許廷瑞（超認真少年Imserious）,超認真少年(@imseriou),imseriou,https://www.instagram.com/imseriou/,,,,https://dailyview.tw/top100/item/18065?theme=36&range=30
82,希露弟弟啃雞腿,希露弟弟啃雞腿(@getwie__),getwie__,https://www.instagram.com/getwie__/,,,,https://dailyview.tw/top100/item/14707?theme=36&range=30
83,愛莉莎莎 Alisasa,愛莉莎莎Alisasa 🐨 (@goodalicia),goodalicia,https://www.instagram.com/goodalicia/,,,,https://dailyview.tw/top100/item/11956?theme=36&range=30
84,清流君,清流君(@mrwaterdrop),mrwaterdrop,https://www.instagram.com/mrwaterdrop/,,,,https://dailyview.tw/top100/item/23322?theme=36&range=30
88,林進,林進Lingin 林東進飛醺卑鄙Fashionbaby (@lingin1209),lingin1209,https://www.instagram.com/lingin1209/,,,,https://dailyview.tw/top100/item/1250?theme=36&range=30
95,賤葆 J-Bao,賤葆ʕ•ᴥ•ʔ✨ (@jbao_5000),jbao_5000,https://www.instagram.com/jbao_5000/,,,,https://dailyview.tw/top100/item/15497?theme=36&range=30
97,恩熙俊,MC Jeng Su (@jengsu),jengsu,https://www.instagram.com/jengsu/,,,,https://dailyview.tw/top100/item/12984?theme=36&range=30
100,DE JuN,DE JuN (@de.jun_666),de.jun_666,https://www.instagram.com/de.jun_666/,,,,https://dailyview.tw/top100/item/2840?theme=36&range=30
101,滴妹 都冠伶,滴妹(@crown_du),crown_du,https://www.instagram.com/crown_du/,,,,https://dailyview.tw/top100/item/7650?theme=36&range=30
103,我是賴瑞,Chou Tsung Han (@iamlarrie),iamlarrie,https://www.instagram.com/iamlarrie/,,,,https://dailyview.tw/top100/item/16551?theme=36&range=30
109,百靈果,百靈果News (@bailingguo_news),bailingguo_news,https://www.instagram.com/bailingguo_news/,,,,https://dailyview.tw/top100/item/16625?theme=36&range=30
112,鳥屎,阿飛🪩 蘇志翔（鳥屎）(@scspple7545),scspple7545,https://www.instagram.com/scspple7545/,,,,https://dailyview.tw/top100/item/2794?theme=36&range=30
116,鐵牛 伍嘉緯,鐵牛Ironbull (@ironbullim),ironbullim,https://www.instagram.com/ironbullim/,,,,https://dailyview.tw/top100/item/15716?theme=36&range=30
118,黑男,黑男邱比特(@blackmancupid),blackmancupid,https://www.instagram.com/blackmancupid/,,,,https://dailyview.tw/top100/item/2824?theme=36&range=30
119,李芷婷,李芷婷🎤 (@zhiting_li),zhiting_li,https://www.instagram.com/zhiting_li/,,,,https://dailyview.tw/top100/item/16410?theme=36&range=30
120,RuRu（Ru味春捲）,Ru味春捲Ru's Piano (@ruruspiano),ruruspiano,https://www.instagram.com/ruruspiano/,,,,https://dailyview.tw/top100/item/15719?theme=36&range=30
127,Zoebitalk肉比頭,肉比頭#用奇怪方式環遊世界的情侶(@zoebitalk),zoebitalk,https://www.instagram.com/zoebitalk/,,,,https://dailyview.tw/top100/item/20925?theme=36&range=30
129,本本,本本️️️️️🍡✨ (@empty_1207),empty_1207,https://www.instagram.com/empty_1207/,,,,https://dailyview.tw/top100/item/13080?theme=36&range=30
130,焦凡凡,焦凡凡🤎 (@fan0914fan),fan0914fan,https://www.instagram.com/fan0914fan/,,,,https://dailyview.tw/top100/item/5971?theme=36&range=30
131,令&一粒（壹加壹）,一粒ILLY (@illywang),illywang,https://www.instagram.com/illywang/,,,,https://dailyview.tw/top100/item/6872?theme=36&range=30
131,令&一粒（壹加壹）,令Lean (壹加壹) (@lingjiepan),lingjiepan,https://www.instagram.com/lingjiepan/,,,,
135,Charlie 查理,Charlene Liu 查理(@coindevanity),coindevanity,https://www.instagram.com/coindevanity/,,,,https://dailyview.tw/top100/item/2472?theme=36&range=30
138,蔡哥,蔡哥(@tsaibrotherderboofan),tsaibrotherderboofan,https://www.instagram.com/tsaibrotherderboofan/,,,,https://dailyview.tw/top100/item/9446?theme=36&range=30
139,可可酒精,可可酒精(@cocowine0205),cocowine0205,https://www.instagram.com/cocowine0205/,,,,https://dailyview.tw/top100/item/8642?theme=36&range=30
142,Allen（Men's Game 玩物誌）,Allen (@mensgametw),mensgametw,https://www.instagram.com/mensgametw/,,,,https://dailyview.tw/top100/item/11962?theme=36&range=30
143,大H,大H 陳建昕IFBB PRO (@hsin0126),hsin0126,https://www.instagram.com/hsin0126/,,,,https://dailyview.tw/top100/item/16627?theme=36&range=30
146,阿翰,阿翰po影片(@hanhanpovideo),hanhanpovideo,https://www.instagram.com/hanhanpovideo/,,,,https://dailyview.tw/top100/item/6378?theme=36&range=30
147,泡泡哥哥,Popo 泡泡哥哥幼兒男神(@popolee520),popolee520,https://www.instagram.com/popolee520/,,,,https://dailyview.tw/top100/item/19364?theme=36&range=30
150,傑克（傑克開吃）,傑克開吃(@jackstarteat),jackstarteat,https://www.instagram.com/jackstarteat/,,,,https://dailyview.tw/top100/item/23423?theme=36&range=30
152,蒼藍鴿的醫學天地,Bluepigeon蒼藍鴿(@bluepigeon0810),bluepigeon0810,https://www.instagram.com/bluepigeon0810/,,,,https://dailyview.tw/top100/item/17852?theme=36&range=30
153,小哥哥艾理 陳玟里,小哥哥艾理(@avis__0207),avis__0207,https://www.instagram.com/avis__0207/,,,,https://dailyview.tw/top100/item/18050?theme=36&range=30
154,吳卓源 Julia Wu,Julia 吳卓源(@juliawu94),juliawu94,https://www.instagram.com/juliawu94/,,,,https://dailyview.tw/top100/item/8002?theme=36&range=30
156,中指通,中指通Fingermaster (@fingermaster56),fingermaster56,https://www.instagram.com/fingermaster56/,,,,https://dailyview.tw/top100/item/20920?theme=36&range=30
158,解婕翎,解婕翎J0 (@dollshin),dollshin,https://www.instagram.com/dollshin/,,,,https://dailyview.tw/top100/item/3216?theme=36&range=30
159,草爺（含羞草日記）,含羞草(@xiucao.han),xiucao.han,https://www.instagram.com/xiucao.han/,,,,https://dailyview.tw/top100/item/12995?theme=36&range=30
160,Crispy Fried ABC 鹽酥英語,鹽酥的鵝肉麵(@crispyfriedabc),crispyfriedabc,https://www.instagram.com/crispyfriedabc/,,,a,https://dailyview.tw/top100/item/18062?theme=36&range=30
161,艾瑞絲 Aries,Aries艾瑞絲(@aries_8248),aries_8248,https://www.instagram.com/aries_8248/,,,,https://dailyview.tw/top100/item/2778?theme=36&range=30
162,展榮&展瑞,許展榮Keelong (@keelongxu),keelongxu,https://www.instagram.com/keelongxu/,,,,https://dailyview.tw/top100/item/7648?theme=36&range=30
162,展榮&展瑞,展瑞Monday Rays (@monday_rays),monday_rays,https://www.instagram.com/monday_rays/,,,,
163,微疼,微疼(@weiteng0710),weiteng0710,https://www.instagram.com/weiteng0710/,,,,https://dailyview.tw/top100/item/3079?theme=36&range=30
164,詹姆士,詹姆士Chef James (@chef_jamestw),chef_jamestw,https://www.instagram.com/chef_jamestw/,,,,https://dailyview.tw/top100/item/5194?theme=36&range=30
168,豹子腿 方昶詠,方昶詠(@cyfang58),cyfang58,https://www.instagram.com/cyfang58/,,,,https://dailyview.tw/top100/item/23411?theme=36&range=30
172,錫蘭 Ceylan,锡兰Ceylan (@xilanceylan),xilanceylan,https://www.instagram.com/xilanceylan/,,,,https://dailyview.tw/top100/item/23505?theme=36&range=30
173,鵝肉麵,鹽酥的鵝肉麵(@crispyfriedabc),crispyfriedabc,https://www.instagram.com/crispyfriedabc/,,,a,https://dailyview.tw/top100/item/23577?theme=36&range=30
174,半瓶醋,半瓶醋(@baofuzhang),baofuzhang,https://www.instagram.com/baofuzhang/,,,,https://dailyview.tw/top100/item/18063?theme=36&range=30
177,彼得爸與蘇珊媽,彼得爸與蘇珊媽(@peter_and_susan),peter_and_susan,https://www.instagram.com/peter_and_susan/,,,,https://dailyview.tw/top100/item/19358?theme=36&range=30
181,爆哥 Neal,爆哥/NEAL (@baogerneal),baogerneal,https://www.instagram.com/baogerneal/,,,,https://dailyview.tw/top100/item/15723?theme=36&range=30
182,營養健身葛格Peeta,PEETA葛格 (@peeta.gege),peeta.gege,https://www.instagram.com/peeta.gege/,,,,https://dailyview.tw/top100/item/19377?theme=36&range=30
183,黑素斯（阿兜仔不教美語）,黑素斯Jesus (@atoga.jesus),atoga.jesus,https://www.instagram.com/atoga.jesus/,,,,https://dailyview.tw/top100/item/2802?theme=36&range=30
184,歐耶老師,歐耶(@oyalaws),oyalaws,https://www.instagram.com/oyalaws/,,,,https://dailyview.tw/top100/item/27073?theme=36&range=30
185,Bit King比特王出任務,劉芩妤/咪咪(@mimi.c_0913),mimi.c_0913,https://www.instagram.com/mimi.c_0913/,,,,https://dailyview.tw/top100/item/18049?theme=36&range=30
188,劉沛,劉沛 Pierre (@pierreliupei),pierreliupei,https://www.instagram.com/pierreliupei/,,,,https://dailyview.tw/top100/item/2801?theme=36&range=30
189,Celine and Cynthia - 不只是旅行,Celine｜不只是旅行(@celineclar),celineclar,https://www.instagram.com/celineclar/,,,,https://dailyview.tw/top100/item/21184?theme=36&range=30
193,哲睿 Jerry,跑步教練(@liangjheruei),liangjheruei,https://www.instagram.com/liangjheruei/,,,,https://dailyview.tw/top100/item/23418?theme=36&range=30
194,吃飯兄弟DiningBro,台北｜美食｜吃貨(@dining_bro),dining_bro,https://www.instagram.com/dining_bro/,,,,https://dailyview.tw/top100/item/23424?theme=36&range=30
197,貝克書,貝克書(@beckbook),beckbook,https://www.instagram.com/beckbook/,,,,https://dailyview.tw/top100/item/19367?theme=36&range=30
198,孫建豪（孫安佐）,SUN 孫安佐(@sun_gojo99),sun_gojo99,https://www.instagram.com/sun_gojo99/,,,,https://dailyview.tw/top100/item/14638?theme=36&range=30
200,LeeJay李潔,李潔LeeJay (@leejay329),leejay329,https://www.instagram.com/leejay329/,,,,https://dailyview.tw/top100/item/23445?theme=36&range=30
